Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
      232;19671113;   5;    6.4;   8.0;   1.0;  964.40;   81.00;   1.7;   13.2;    2.5;    2.0;  -999;   0.0;   0;    7.900;   0;eor
      232;19671114;   5;    6.4;   7.1;   1.7;  958.20;   76.00;   1.2;   15.8;   -1.1;   -2.0;  -999;   0.0;   0;    7.600;   0;eor
      232;19671115;   5;    9.0;   8.8;   6.0;  950.30;   78.00;   2.4;   15.5;    1.4;    0.1;  -999;   1.1;   1;    2.800;   0;eor
      232;19671116;   5;    3.1;   7.3;   8.0;  959.60;   91.00;   2.4;    9.6;    0.6;    5.2;  -999;  16.4;   8;    0.000;   0;eor
      232;19671117;   5;    2.2;   6.3;   8.0;  973.00;   87.00;   3.1;    3.9;    0.4;    0.0;  -999;   0.0;   1;    0.200;   1;eor
      232;19671118;   5;    2.4;   6.8;   8.0;  968.20;   96.00;   1.8;    3.4;    0.4;    0.0;  -999;   0.5;   1;    0.000;   0;eor
      232;19671119;   5;    1.6;   6.4;   8.0;  965.40;   95.00;   2.4;    3.4;    0.9;    1.7;  -999;   0.1;   1;    0.000;   0;eor
      232;19671120;   5;    1.7;   4.8;   2.3;  964.00;   70.00;   4.5;    5.4;   -0.7;   -1.3;  -999;   0.0;   0;    7.600;   0;eor
      232;19671121;   5;   -1.8;   5.2;   8.0;  970.30;   95.00;   1.2;    1.0;   -3.7;   -5.6;  -999;   0.0;   0;    0.000;   0;eor
      232;19671122;   5;   -1.3;   5.2;   8.0;  977.20;   95.00;   1.3;   -0.1;   -3.0;   -3.0;  -999;   0.0;   0;    0.500;   0;eor
      232;19671123;   5;   -1.4;   5.2;   7.7;  973.80;   93.00;   1.3;   -0.3;   -2.0;   -1.2;  -999;   0.0;   0;    0.000;   0;eor
      232;19671124;   5;   -0.6;   5.5;   8.0;  965.90;   94.00;   2.7;    0.2;   -2.6;   -2.0;  -999;   0.0;   0;    0.000;   0;eor
      232;19671125;   5;   -0.8;   5.2;   8.0;  958.20;   93.00;   1.6;    0.3;   -2.5;   -2.0;  -999;   0.0;   0;    0.000;   0;eor
      232;19671126;   5;    1.6;   6.1;   6.7;  954.70;   91.00;   1.6;    4.5;   -1.9;   -1.3;  -999;   0.0;   1;    0.200;   0;eor
      232;19671127;   5;    0.6;   5.9;   6.7;  953.10;   93.00;   3.0;    2.5;   -0.3;   -0.6;  -999;   3.8;   8;    0.000;   0;eor
      232;19671128;   5;   -0.9;   4.8;   3.7;  955.60;   86.00;   2.5;    1.0;   -6.2;   -6.8;  -999;   1.4;   8;    6.700;   1;eor
      232;19671129;   5;    4.6;   6.5;   6.7;  956.00;   76.00;   5.8;    7.6;    1.0;    0.1;  -999;   0.0;   1;    4.200;   0;eor
      232;19671130;   5;    1.4;   5.9;   3.3;  966.00;   84.00;   2.1;    4.6;    0.4;   -1.9;  -999;   0.0;   0;    1.100;   0;eor
      232;19671201;   5;    0.2;   5.6;   3.0;  971.10;   88.00;   2.5;    3.0;   -1.9;   -2.9;  -999;   0.0;   0;    2.400;   0;eor
      232;19671202;   5;   -0.6;   4.9;   0.3;  971.80;   85.00;   1.6;    5.1;   -4.3;   -5.2;  -999;   0.0;   0;    7.000;   0;eor
      232;19671203;   5;   -1.9;   4.9;   7.7;  969.80;   92.00;   2.7;   -1.0;   -3.5;   -5.0;  -999;   0.0;   1;    0.000;   0;eor
      232;19671204;   5;    2.0;   6.0;   8.0;  968.40;   87.00;   6.4;    2.3;   -1.6;   -1.9;  -999;   1.3;   1;    0.000;   0;eor
      232;19671205;   5;    3.1;   4.8;   7.3;  957.80;   63.00;   6.8;    5.7;    0.6;    0.8;  -999;   0.0;   1;    0.300;   0;eor
      232;19671206;   5;    2.4;   6.3;   8.0;  944.40;   83.00;   9.4;    5.1;    0.6;    1.0;  -999;   7.4;   8;    0.000;   0;eor
      232;19671207;   5;   -2.2;   4.5;   5.0;  946.60;   85.00;   5.8;    0.6;   -3.3;   -3.1;  -999;   0.3;   7;    0.400;   5;eor
      232;19671208;   5;   -5.9;   2.8;   3.0;  949.10;   70.00;   5.2;   -3.2;   -7.6;   -7.8;  -999;   0.0;   0;    5.400;   4;eor
      232;19671209;   5;   -7.8;   2.5;   3.3;  948.80;   74.00;   1.3;   -3.2;  -10.0;  -10.6;  -999;   0.0;   0;    5.300;   3;eor
      232;19671210;   5;   -9.6;   2.5;   2.7;  953.60;   84.00;   1.0;   -5.7;  -14.7;  -15.7;  -999;   0.0;   0;    6.900;   2;eor
      232;19671211;   5;   -7.5;   3.1;   8.0;  962.20;   87.00;   2.1;   -6.8;   -9.1;   -9.0;  -999;   0.0;   7;    0.000;   2;eor
      232;19671212;   5;   -6.2;   2.9;   8.0;  962.00;   76.00;   1.8;   -5.5;   -7.6;   -7.6;  -999;   0.1;   7;    0.000;   2;eor
      232;19671213;   5;   -5.1;   3.3;   8.0;  962.80;   83.00;   2.1;   -3.5;   -8.2;   -8.6;  -999;   0.2;   7;    0.000;   2;eor
      232;19671214;   5;    0.0;   5.7;   8.0;  967.60;   94.00;   1.1;    0.7;   -3.5;   -3.4;  -999;   0.0;   1;    0.000;   2;eor
      232;19671215;   5;   -1.4;   5.1;   8.0;  966.30;   90.00;   1.8;    0.5;   -2.1;   -5.0;  -999;   0.0;   0;    0.000;   2;eor
      232;19671216;   5;    0.6;   5.6;   8.0;  959.80;   87.00;   5.0;    2.5;   -2.9;   -2.5;  -999;   3.5;   8;    1.400;   2;eor
      232;19671217;   5;   -1.8;   4.8;   5.3;  966.70;   87.00;   3.6;    0.4;   -3.3;   -3.6;  -999;   0.1;   7;    2.000;   2;eor
      232;19671218;   5;   -2.8;   4.0;   7.7;  965.00;   80.00;   4.3;   -2.0;   -5.8;   -7.1;  -999;   0.2;   7;    0.600;   2;eor
      232;19671219;   5;   -1.2;   4.9;   8.0;  953.60;   90.00;   6.1;    0.0;   -4.8;   -6.6;  -999;   7.8;   7;    0.000;   2;eor
      232;19671220;   5;   -5.9;   3.3;   5.3;  966.30;   87.00;   3.4;    0.2;   -8.8;  -14.2;  -999;   0.5;   7;    3.100;  13;eor
      232;19671221;   5;   -5.9;   2.9;   6.0;  968.60;   77.00;   2.2;   -3.8;  -11.6;  -12.8;  -999;   3.6;   8;    0.300;  12;eor
      232;19671222;   5;    3.9;   6.8;   8.0;  964.00;   86.00;   6.1;    5.4;   -3.8;   -4.2;  -999;   2.2;   1;    0.000;  11;eor
      232;19671223;   5;    9.2;   9.7;   8.0;  952.70;   84.00;   7.8;   10.7;    5.0;    4.0;  -999;   6.3;   1;    0.000;   0;eor
      232;19671224;   5;    6.9;   7.7;   4.0;  945.00;   76.00;   6.6;    9.7;    5.5;    5.2;  -999;   0.8;   1;    3.600;   0;eor
      232;19671225;   5;    4.0;   6.5;   4.3;  938.80;   78.00;   3.4;    7.0;    2.5;    1.5;  -999;   0.2;   1;    1.400;   0;eor
      232;19671226;   5;    0.6;   6.1;   8.0;  943.00;   97.00;   1.2;    2.5;   -1.1;   -2.2;  -999;   0.0;   0;    0.000;   0;eor
      232;19671227;   5;    0.0;   5.3;   3.3;  956.80;   82.00;   1.5;    3.4;   -2.3;    0.9;  -999;   0.0;   0;    3.500;   0;eor
      232;19671228;   5;    0.8;   5.3;   5.7;  949.20;   85.00;   3.2;    2.7;   -4.0;   -5.3;  -999;   3.6;   8;    0.400;   0;eor
      232;19671229;   5;    0.2;   6.0;   8.0;  945.20;   94.00;   2.0;    2.0;   -0.5;    1.2;  -999;   2.7;   8;    0.000;   0;eor
      232;19671230;   5;   -1.4;   4.7;   7.7;  950.40;   85.00;   3.0;   -0.2;   -2.1;   -2.6;  -999;   0.5;   7;    0.900;   1;eor
      232;19671231;   5;   -1.3;   4.5;   6.3;  948.00;   81.00;   4.6;    0.0;   -4.1;   -6.5;  -999;   1.5;   7;    0.800;   2;eor
      232;19680101;   5;   -2.9;   4.1;   6.3;  945.10;   79.00;   3.2;   -0.6;   -4.8;   -6.4;  -999;   0.0;   7;    3.300;   3;eor
      232;19680102;   5;   -3.0;   4.1;   7.7;  943.90;   86.00;   1.9;   -1.9;   -4.8;   -5.4;  -999;   0.3;   7;    0.500;   3;eor
      232;19680103;   5;   -2.5;   4.1;   5.7;  949.00;   81.00;   3.1;   -0.5;   -4.6;   -4.3;  -999;   3.0;   7;    4.300;   3;eor
      232;19680104;   5;   -1.5;   4.9;   7.7;  951.50;   86.00;   5.6;    1.2;   -3.2;   -3.2;  -999;   2.2;   7;    0.000;   7;eor
      232;19680105;   5;    1.6;   6.0;   8.0;  951.80;   91.00;   3.9;    4.0;   -3.5;   -5.9;  -999;   6.4;   8;    0.000;   8;eor
      232;19680106;   5;    2.4;   6.1;   7.3;  944.00;   78.00;   8.5;    6.6;   -0.5;    2.6;  -999;  10.4;   8;    1.400;   0;eor
      232;19680107;   5;   -3.8;   4.7;   7.3;  940.00;   92.00;   4.5;    1.0;   -6.3;   -1.5;  -999;  23.1;   7;    0.000;   9;eor
      232;19680108;   5;   -6.2;   3.3;   7.3;  956.60;   87.00;   3.8;   -4.8;  -12.4;  -18.4;  -999;   4.2;   7;    0.100;  46;eor
      232;19680109;   5;   -8.3;   2.8;   7.7;  946.80;   82.00;   3.8;   -4.5;   -9.2;   -8.1;  -999;   4.0;   7;    0.400;  46;eor
      232;19680110;   5;  -11.9;   1.9;   4.7;  954.20;   77.00;   3.8;   -9.2;  -15.6;  -13.6;  -999;   0.5;   7;    6.500;  42;eor
      232;19680111;   5;   -5.1;   3.5;   7.7;  946.20;   83.00;   6.1;   -4.0;  -11.9;  -12.7;  -999;   5.1;   7;    0.100;  38;eor
      232;19680112;   5;  -13.2;   1.7;   3.3;  956.30;   74.00;   5.0;   -4.5;  -15.1;  -14.5;  -999;   0.0;   7;    5.700;  36;eor
      232;19680113;   5;  -16.3;   1.3;   1.7;  968.00;   75.00;   2.1;  -11.0;  -19.8;  -22.4;  -999;   2.6;   7;    7.000;  33;eor
      232;19680114;   5;    0.0;   5.5;   8.0;  954.80;   91.00;   7.2;    4.0;  -19.5;  -20.8;  -999;  12.8;   8;    0.000;  32;eor
      232;19680115;   5;    6.5;   7.5;   6.3;  956.70;   78.00;  10.0;    7.5;    4.0;    3.2;  -999;   0.0;   1;    0.100;  14;eor
      232;19680116;   5;    4.4;   6.9;   4.3;  960.20;   80.00;   4.3;    9.4;    2.0;    2.5;  -999;   0.0;   0;    6.400;   4;eor
      232;19680117;   5;    5.5;   5.2;   5.0;  954.30;   58.00;   4.0;    8.6;    0.0;   -2.9;  -999;   0.1;   1;    3.200;   1;eor
      232;19680118;   5;    2.6;   6.3;   8.0;  962.20;   83.00;   6.0;    5.1;    1.4;    1.5;  -999;   3.7;   8;    0.000;   1;eor
      232;19680119;   5;    1.8;   6.3;   5.3;  967.90;   90.00;   2.2;    3.0;    0.8;   -0.7;  -999;   0.1;   1;    0.000;   0;eor
      232;19680120;   5;    0.3;   5.1;   5.3;  973.80;   79.00;   3.9;    2.6;   -0.9;   -2.5;  -999;   0.0;   0;    5.600;   0;eor
      232;19680121;   5;   -1.7;   4.7;   8.0;  972.20;   87.00;   2.3;   -0.3;   -2.0;   -1.6;  -999;   0.0;   0;    0.000;   0;eor
      232;19680122;   5;   -2.2;   4.5;   8.0;  969.40;   88.00;   1.2;   -1.7;   -3.2;   -2.8;  -999;   0.0;   0;    0.000;   0;eor
      232;19680123;   5;   -4.7;   4.1;   7.7;  964.70;   94.00;   1.2;   -2.0;   -5.8;   -4.0;  -999;   0.0;   7;    0.500;   0;eor
      232;19680124;   5;   -2.0;   4.7;   8.0;  954.40;   88.00;   4.9;   -1.4;   -5.8;   -7.0;  -999;   3.3;   7;    0.000;   0;eor
      232;19680125;   5;   -0.5;   4.9;   7.7;  953.00;   85.00;   6.4;    0.2;   -2.1;   -2.6;  -999;   5.9;   8;    0.000;   5;eor
      232;19680126;   5;    0.3;   5.9;   8.0;  948.40;   90.00;   8.2;    2.4;   -0.6;   -0.3;  -999;  13.6;   8;    0.200;   7;eor
      232;19680127;   5;    0.8;   6.0;   8.0;  954.30;   94.00;   3.1;    1.7;   -1.7;   -1.9;  -999;   8.5;   8;    0.000;  16;eor
      232;19680128;   5;    2.4;   6.3;   7.7;  955.80;   84.00;   3.0;    4.6;    1.4;    0.6;  -999;   1.3;   1;    2.900;  15;eor
      232;19680129;   5;    1.0;   5.9;   5.3;  963.80;   86.00;   2.6;    4.0;   -0.4;    0.5;  -999;   0.0;   0;    4.000;   8;eor
      232;19680130;   5;   -0.8;   5.3;   5.0;  967.40;   91.00;   2.3;    1.4;   -2.8;   -5.4;  -999;   0.0;   0;    0.300;   6;eor
      232;19680131;   5;    1.6;   5.3;   2.0;  966.20;   76.00;   1.4;    7.6;   -3.0;   -5.7;  -999;   0.0;   0;    8.000;   6;eor
      232;19680201;   5;    4.2;   5.3;   1.0;  963.80;   68.00;   2.7;    9.7;   -2.3;   -5.6;  -999;   0.0;   0;    8.800;   6;eor
      232;19680202;   5;    3.1;   6.7;   6.7;  961.50;   87.00;   2.3;    5.0;    1.8;   -0.1;  -999;   4.8;   8;    0.900;   5;eor
      232;19680203;   5;    1.6;   6.3;   8.0;  955.20;   90.00;   1.5;    3.6;    0.7;    0.0;  -999;   3.9;   7;    0.000;   4;eor
      232;19680204;   5;   -0.4;   5.2;   8.0;  958.30;   87.00;   1.7;    1.0;   -0.9;   -0.5;  -999;   1.0;   7;    0.000;   7;eor
      232;19680205;   5;   -0.3;   5.3;   7.7;  952.30;   91.00;   2.4;    0.1;   -1.1;   -4.0;  -999;   0.0;   1;    0.000;   8;eor
      232;19680206;   5;    1.2;   5.9;   7.7;  945.40;   89.00;   2.0;    3.9;   -1.3;   -1.9;  -999;   0.5;   8;    0.700;   8;eor
      232;19680207;   5;    2.4;   6.0;   5.3;  945.90;   80.00;   2.4;    7.5;    0.0;    0.4;  -999;   0.0;   0;    7.700;   5;eor
      232;19680208;   5;   -0.5;   5.3;   7.7;  949.00;   91.00;   1.8;    1.0;   -1.6;   -1.6;  -999;   0.0;   1;    0.000;   3;eor
      232;19680209;   5;    1.0;   5.9;   7.3;  951.80;   91.00;   1.7;    3.0;   -2.5;   -3.4;  -999;   2.8;   1;    0.000;   3;eor
      232;19680210;   5;    2.6;   5.7;   6.7;  958.40;   78.00;   3.3;    5.6;    1.3;   -0.1;  -999;   0.0;   0;    3.700;   3;eor
      232;19680211;   5;    0.5;   5.3;   6.0;  955.60;   84.00;   1.7;    3.8;   -2.0;   -3.6;  -999;   0.0;   0;    3.400;   2;eor
      232;19680212;   5;    1.0;   5.5;   7.3;  949.50;   84.00;   1.9;    2.4;   -1.7;   -2.6;  -999;   2.0;   1;    0.400;   2;eor
      232;19680213;   5;    5.6;   7.1;   7.0;  950.60;   78.00;   2.2;   10.0;    1.8;    1.4;  -999;   1.8;   1;    4.700;   0;eor
      232;19680214;   5;    4.8;   8.0;   7.7;  947.90;   91.00;   1.8;    7.6;    2.7;    2.4;  -999;   3.5;   1;    0.000;   0;eor
      232;19680215;   5;    5.1;   7.9;   7.3;  944.60;   91.00;   1.6;    8.0;    0.5;    0.0;  -999;   0.5;   1;    0.900;   0;eor
      232;19680216;   5;    0.3;   5.1;   7.7;  949.50;   81.00;   3.6;    5.7;   -0.6;    0.0;  -999;   0.2;   8;    0.500;   0;eor
      232;19680217;   5;   -2.1;   4.4;   6.7;  954.80;   83.00;   2.2;    0.0;   -2.7;   -3.3;  -999;   0.9;   7;    1.800;   0;eor
      232;19680218;   5;   -1.4;   4.4;   4.7;  957.90;   79.00;   3.0;    1.4;   -3.2;   -4.8;  -999;   0.0;   7;    3.800;   1;eor
      232;19680219;   5;   -0.3;   4.1;   5.0;  954.70;   72.00;   1.7;    4.0;   -5.8;   -7.2;  -999;   0.0;   7;    7.500;   0;eor
      232;19680220;   5;    4.2;   6.9;   8.0;  947.90;   83.00;   4.0;    7.4;   -0.6;   -2.0;  -999;   9.7;   8;    0.200;   0;eor
      232;19680221;   5;    5.4;   7.9;   8.0;  947.00;   89.00;   1.9;    8.6;    1.9;    1.6;  -999;   2.0;   1;    0.000;   0;eor
      232;19680222;   5;    7.5;   8.1;   8.0;  945.80;   79.00;   2.3;   11.1;    4.4;    3.9;  -999;   1.4;   1;    0.700;   0;eor
      232;19680223;   5;    6.3;   8.0;   6.3;  951.40;   83.00;   2.1;    9.4;    3.5;    2.9;  -999;   0.2;   1;    0.900;   0;eor
      232;19680224;   5;    3.6;   7.3;   8.0;  948.00;   91.00;   3.1;    5.4;    2.7;    2.3;  -999;   1.3;   8;    0.000;   0;eor
      232;19680225;   5;   -2.3;   4.5;   8.0;  957.60;   85.00;   3.0;    2.8;   -3.4;   -0.2;  -999;   0.7;   8;    0.000;   0;eor
      232;19680226;   5;   -2.2;   4.0;   8.0;  961.80;   78.00;   3.9;   -0.8;   -3.8;   -3.5;  -999;   0.0;   0;    0.000;   0;eor
      232;19680227;   5;   -0.5;   3.2;   2.7;  965.40;   55.00;   5.5;    4.4;   -3.9;   -3.6;  -999;   0.0;   0;    8.600;   0;eor
      232;19680228;   5;   -0.2;   4.1;   1.7;  964.70;   71.00;   4.3;    4.5;   -4.5;   -5.5;  -999;   0.0;   0;    9.000;   0;eor
      232;19680229;   5;   -1.1;   4.4;   4.3;  958.40;   79.00;   2.4;    4.4;   -4.8;   -6.8;  -999;   0.0;   0;    9.000;   0;eor
      232;19680301;   5;    0.0;   4.5;   8.0;  955.10;   74.00;   5.2;    2.0;   -3.2;   -4.3;  -999;   0.0;   0;    0.300;   0;eor
      232;19680302;   5;   -0.8;   4.3;   2.7;  953.80;   74.00;   3.1;    3.6;   -2.7;   -3.0;  -999;   0.0;   0;    7.500;   0;eor
      232;19680303;   5;   -0.9;   4.8;   8.0;  958.30;   84.00;   2.0;    2.0;   -4.6;   -6.8;  -999;   0.1;   7;    0.400;   0;eor
      232;19680304;   5;   -0.5;   4.5;   4.7;  965.00;   75.00;   3.3;    2.4;   -1.5;   -2.6;  -999;   0.2;   7;    2.300;   0;eor
      232;19680305;   5;    0.6;   5.3;   8.0;  961.60;   84.00;   5.2;    2.0;   -1.6;   -3.1;  -999;   5.8;   8;    0.000;   0;eor
      232;19680306;   5;    0.7;   6.0;   8.0;  942.80;   92.00;   6.7;    2.9;    0.0;    1.9;  -999;   5.7;   8;    0.000;   1;eor
      232;19680307;   5;    0.0;   4.8;   7.0;  950.00;   80.00;   3.2;    3.0;   -2.1;   -2.8;  -999;   0.0;   0;    4.500;   2;eor
      232;19680308;   5;   -0.8;   4.8;   3.7;  955.10;   82.00;   2.5;    4.4;   -3.2;   -4.8;  -999;   0.0;   0;    3.600;   0;eor
      232;19680309;   5;    1.0;   5.1;   7.7;  953.90;   78.00;   3.3;    2.6;   -1.9;   -3.0;  -999;   0.0;   0;    0.000;   0;eor
      232;19680310;   5;    1.5;   5.1;   7.7;  947.50;   75.00;   6.8;    4.0;    0.0;   -0.4;  -999;   9.2;   8;    0.600;   0;eor
      232;19680311;   5;   -2.2;   4.8;   7.3;  945.90;   88.00;   6.4;    1.5;   -3.8;   -1.3;  -999;   7.6;   7;    0.700;   2;eor
      232;19680312;   5;   -4.0;   3.1;   1.0;  961.90;   69.00;   2.7;    0.5;   -8.5;  -13.2;  -999;   0.0;   0;    9.500;   9;eor
      232;19680313;   5;   -1.1;   3.3;   0.3;  964.00;   63.00;   2.5;    5.0;   -8.2;   -9.8;  -999;   0.0;   1;   10.600;   4;eor
      232;19680314;   5;    2.8;   5.7;   7.7;  956.30;   78.00;   5.6;    4.0;   -1.3;   -3.1;  -999;   0.5;   8;    0.900;   3;eor
      232;19680315;   5;    4.7;   5.3;   7.3;  946.30;   64.00;   4.9;    7.6;    1.2;   -0.5;  -999;   6.4;   8;    1.500;   0;eor
      232;19680316;   5;    2.0;   5.6;   4.0;  951.00;   79.00;   3.2;    6.0;    0.6;    0.1;  -999;   0.0;   7;    3.900;   0;eor
      232;19680317;   5;    6.1;   5.7;   6.7;  952.70;   63.00;   7.7;    9.0;   -0.7;   -2.0;  -999;   2.1;   1;    3.200;   0;eor
      232;19680318;   5;    6.0;   5.7;   5.3;  953.10;   61.00;   8.4;    8.6;    3.0;    1.3;  -999;   5.3;   1;    5.900;   0;eor
      232;19680319;   5;    4.4;   5.7;   4.3;  957.80;   70.00;   5.3;    9.0;    1.6;    0.7;  -999;   0.0;   1;    6.900;   0;eor
      232;19680320;   5;    8.2;   6.1;   7.3;  950.00;   61.00;   3.2;   15.5;   -0.8;   -2.6;  -999;   0.0;   0;    4.100;   0;eor
      232;19680321;   5;    7.0;   7.6;   7.3;  949.10;   75.00;   3.5;   15.1;    4.0;    4.1;  -999;   5.0;   1;    3.400;   0;eor
      232;19680322;   5;    5.2;   5.3;   4.7;  952.60;   62.00;   5.2;   11.1;    2.5;    1.7;  -999;   0.4;   1;    5.200;   0;eor
      232;19680323;   5;    7.0;   7.1;   7.3;  961.50;   72.00;   4.0;   11.3;    1.7;    0.0;  -999;   0.5;   1;    0.300;   0;eor
      232;19680324;   5;   11.0;   7.7;   1.0;  962.60;   62.00;   2.6;   19.0;    3.0;    1.5;  -999;   0.0;   0;   11.200;   0;eor
      232;19680325;   5;   11.4;   6.7;   0.3;  963.10;   54.00;   2.0;   21.5;    1.7;    0.2;  -999;   0.0;   0;   11.000;   0;eor
      232;19680326;   5;   10.0;   7.6;   5.7;  971.80;   66.00;   2.8;   19.0;    2.4;    1.2;  -999;   0.0;   0;    6.400;   0;eor
      232;19680327;   5;    9.8;   8.0;   3.7;  976.80;   68.00;   1.3;   16.2;    4.6;    2.5;  -999;   0.0;   0;    9.000;   0;eor
      232;19680328;   5;   12.1;   8.4;   1.7;  970.40;   63.00;   1.5;   20.2;    3.4;    1.5;  -999;   0.0;   0;   10.500;   0;eor
      232;19680329;   5;   12.2;   8.8;   0.0;  962.00;   64.00;   1.2;   22.0;    3.9;    2.1;  -999;   0.0;   0;   11.200;   0;eor
      232;19680330;   5;   13.5;   8.7;   0.3;  959.50;   59.00;   1.5;   22.3;    5.5;    3.8;  -999;   0.0;   0;   10.900;   0;eor
      232;19680331;   5;   11.8;   7.7;   7.0;  962.60;   57.00;   3.9;   18.4;    8.0;    5.4;  -999;   0.0;   0;    4.300;   0;eor
      232;19680401;   5;   11.0;   8.1;   2.3;  959.50;   63.00;   0.9;   17.0;    6.9;    7.0;  -999;   0.0;   0;    7.600;   0;eor
      232;19680402;   5;   10.8;   7.9;   8.0;  946.60;   64.00;   2.1;   14.8;    5.5;    4.5;  -999;   0.0;   1;    1.900;   0;eor
      232;19680403;   5;    4.8;   5.9;   6.0;  947.40;   65.00;   5.2;   11.6;    1.8;    8.0;  -999;   2.2;   8;    0.600;   0;eor
      232;19680404;   5;    6.0;   4.7;   5.0;  953.90;   54.00;   2.9;   10.1;    0.1;   -2.0;  -999;   0.0;   0;   10.300;   0;eor
      232;19680405;   5;   10.9;   7.1;   7.3;  945.40;   55.00;   2.2;   17.0;    3.5;    3.4;  -999;   0.0;   1;    3.300;   0;eor
      232;19680406;   5;    3.8;   6.5;   8.0;  950.80;   83.00;   2.9;   11.6;    2.1;    2.9;  -999;   3.8;   8;    0.000;   0;eor
      232;19680407;   5;    4.8;   7.9;   8.0;  953.20;   91.00;   2.3;    6.6;    2.3;    2.2;  -999;   8.8;   1;    0.000;   0;eor
      232;19680408;   5;    1.4;   4.4;   7.7;  964.40;   64.00;   3.0;    4.8;    0.4;    0.7;  -999;   0.0;   7;    0.000;   0;eor
      232;19680409;   5;    2.2;   3.6;   1.0;  969.80;   53.00;   1.9;    7.3;   -2.6;   -4.1;  -999;   0.0;   0;   11.400;   0;eor
      232;19680410;   5;    3.5;   4.1;   0.3;  968.20;   57.00;   2.0;   10.7;   -3.1;   -5.3;  -999;   0.0;   0;   10.400;   0;eor
      232;19680411;   5;    2.2;   4.0;   2.0;  965.50;   58.00;   3.1;    7.1;   -3.0;   -4.0;  -999;   0.0;   0;   11.100;   0;eor
      232;19680412;   5;    3.1;   4.1;   6.0;  959.90;   58.00;   3.7;    6.6;   -2.1;   -3.0;  -999;   0.0;   0;    4.100;   0;eor
      232;19680413;   5;    6.8;   4.8;   5.3;  955.10;   52.00;   4.4;   11.6;   -0.5;   -1.6;  -999;   0.0;   1;    9.400;   0;eor
      232;19680414;   5;    9.5;   5.1;   1.0;  954.00;   48.00;   2.8;   16.8;    0.5;   -1.6;  -999;   0.0;   0;   11.700;   0;eor
      232;19680415;   5;   11.4;   6.5;   1.3;  952.60;   51.00;   3.2;   18.5;    3.0;    1.2;  -999;   0.0;   0;   11.100;   0;eor
      232;19680416;   5;   12.8;   7.6;   3.3;  953.80;   57.00;   1.9;   20.6;    2.9;    1.0;  -999;   0.0;   0;   12.000;   0;eor
      232;19680417;   5;   14.4;   8.7;   4.3;  958.00;   55.00;   2.5;   21.2;    6.8;    5.0;  -999;   0.0;   0;    9.000;   0;eor
      232;19680418;   5;   15.5;   8.8;   0.7;  960.70;   56.00;   2.0;   23.5;    5.4;    3.5;  -999;   0.0;   0;   11.900;   0;eor
      232;19680419;   5;   16.6;   9.3;   3.3;  964.20;   50.00;   1.7;   24.3;    8.6;    6.8;  -999;   0.0;   0;   10.700;   0;eor
      232;19680420;   5;   17.5;   9.6;   1.7;  962.00;   52.00;   1.9;   26.2;    9.5;    7.9;  -999;   0.0;   0;   11.300;   0;eor
      232;19680421;   5;   18.0;   9.2;   0.3;  960.30;   50.00;   1.4;   27.5;    8.0;    7.4;  -999;   0.0;   0;   13.100;   0;eor
      232;19680422;   5;   18.7;   9.5;   0.3;  960.70;   48.00;   1.5;   28.1;    9.4;    8.4;  -999;   0.0;   0;   12.300;   0;eor
      232;19680423;   5;   18.3;  10.0;   0.3;  960.80;   50.00;   2.2;   28.0;   10.3;    9.3;  -999;   0.0;   0;   12.700;   0;eor
      232;19680424;   5;   12.4;  11.7;   8.0;  959.60;   77.00;   3.8;   18.2;    9.2;    9.8;  -999;   4.5;   1;    0.600;   0;eor
      232;19680425;   5;    7.5;   9.1;   8.0;  960.60;   86.00;   3.7;    9.7;    6.8;    7.0;  -999;   8.5;   1;    0.000;   0;eor
      232;19680426;   5;    8.0;   8.5;   7.7;  959.50;   81.00;   2.8;   10.9;    4.4;    4.2;  -999;   0.3;   1;    0.900;   0;eor
      232;19680427;   5;   10.8;   8.3;   4.7;  953.80;   67.00;   2.2;   16.0;    5.5;    4.4;  -999;   5.6;   1;    8.000;   0;eor
      232;19680428;   5;   11.7;  10.5;   4.7;  949.40;   77.00;   3.0;   14.9;    8.0;    6.8;  -999;  12.3;   1;    2.800;   0;eor
      232;19680429;   5;    8.8;   9.2;   6.0;  945.50;   78.00;   4.0;   15.2;    6.2;    6.5;  -999;   2.0;   1;    2.700;   0;eor
      232;19680430;   5;    9.6;   7.9;   5.0;  950.00;   66.00;   3.6;   13.5;    4.8;    3.5;  -999;   0.0;   1;    5.000;   0;eor
      232;19680501;   5;    9.5;   8.3;   3.7;  953.00;   69.00;   4.7;   13.8;    6.7;    4.7;  -999;   4.7;   1;    6.700;   0;eor
      232;19680502;   5;   11.3;  10.8;   6.7;  952.60;   81.00;   3.1;   17.0;    7.5;    6.3;  -999;   5.2;   1;    2.200;   0;eor
