Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
      232;19890525;  10;   17.3;  10.3;   1.3;  966.00;   53.00;   2.8;   24.4;    6.8;    4.3;   8.2;   0.0;   0;   14.100;   0;eor
      232;19890526;  10;   17.9;  10.6;   2.0;  965.70;   53.00;   1.7;   24.2;    9.0;    7.8;   9.3;   0.0;   0;   13.500;   0;eor
      232;19890527;  10;   17.4;  11.6;   2.3;  965.40;   58.00;   2.6;   23.6;    9.2;    8.4;   8.2;   0.0;   0;   13.600;   0;eor
      232;19890528;  10;   18.4;  11.6;   3.0;  963.60;   57.00;   1.6;   24.6;    9.3;    8.1;   9.8;   0.0;   0;   11.200;   0;eor
      232;19890529;  10;   16.8;  12.9;   4.7;  961.90;   67.00;   2.6;   23.0;   10.6;    9.8;  10.3;   0.4;   6;    9.700;   0;eor
      232;19890530;  10;   14.7;  13.1;   4.7;  956.30;   77.00;   1.9;   23.1;    9.6;    9.0;  12.9;   7.5;   6;    5.000;   0;eor
      232;19890531;  10;   11.2;  12.4;   7.3;  957.80;   94.00;   1.7;   12.7;    8.9;    8.5;   8.2;   2.6;   6;    0.000;   0;eor
      232;19890601;  10;   14.4;  12.9;   6.0;  956.10;   79.00;   1.7;   19.1;    9.2;    8.1;   8.2;  23.9;   6;    4.300;   0;eor
      232;19890602;  10;   12.8;  10.7;   7.0;  955.90;   74.00;   2.0;   17.2;    9.6;    9.7;   7.2;   0.0;   6;    4.300;   0;eor
      232;19890603;  10;    9.9;  11.1;   8.0;  955.60;   91.00;   2.0;   13.7;    6.7;    5.7;   8.7;  11.6;   6;    0.500;   0;eor
      232;19890604;  10;    9.8;   9.5;   6.7;  956.90;   78.00;   2.6;   13.4;    7.4;    7.0;   9.3;   1.7;   6;    4.100;   0;eor
      232;19890605;  10;    9.4;   9.7;   6.3;  958.20;   83.00;   1.7;   12.7;    4.4;    3.8;   9.8;   1.1;   6;    1.000;   0;eor
      232;19890606;  10;   10.3;   9.6;   4.7;  957.90;   76.00;   1.3;   15.6;    4.4;    3.4;   8.7;   0.3;   6;    5.500;   0;eor
      232;19890607;  10;   11.4;   9.0;   5.7;  959.10;   67.00;   3.9;   14.9;    6.0;    4.4;  12.3;   0.0;   6;    4.000;   0;eor
      232;19890608;  10;   10.5;   9.2;   3.0;  964.20;   71.00;   2.8;   15.2;    4.8;    3.4;  11.8;   0.4;   8;    8.700;   0;eor
      232;19890609;  10;   13.4;  10.0;   3.3;  965.20;   67.00;   1.0;   20.0;    4.0;    3.3;   7.2;   0.0;   0;   11.900;   0;eor
      232;19890610;  10;   16.0;  11.9;   4.0;  963.60;   65.00;   1.7;   22.7;    6.6;    5.5;   8.2;   0.0;   6;    9.200;   0;eor
      232;19890611;  10;   15.4;  14.2;   7.3;  968.30;   81.00;   1.9;   19.0;   13.7;   12.0;   6.2;   0.5;   6;    1.900;   0;eor
      232;19890612;  10;   14.1;  13.7;   4.0;  968.80;   85.00;   1.8;   20.2;    8.5;    8.0;  12.9;   0.0;   6;    5.800;   0;eor
      232;19890613;  10;   14.6;  10.9;   3.3;  968.60;   65.00;   3.2;   19.4;    7.9;    6.2;   9.8;   0.0;   0;   10.100;   0;eor
      232;19890614;  10;   16.2;   9.7;   4.0;  967.80;   53.00;   2.4;   21.4;    8.7;    6.9;   8.7;   0.0;   0;   10.800;   0;eor
      232;19890615;  10;   16.2;   9.4;   4.0;  968.20;   53.00;   1.0;   22.7;    6.2;    5.3;   7.2;   1.5;   6;   10.300;   0;eor
      232;19890616;  10;   13.7;   9.9;   2.7;  969.70;   63.00;   2.3;   18.2;   11.0;   10.6;  10.3;   0.0;   0;   10.300;   0;eor
      232;19890617;  10;   15.0;  11.0;   4.3;  968.90;   66.00;   0.9;   20.0;    5.6;    4.7;   7.2;   0.0;   0;    7.700;   0;eor
      232;19890618;  10;   17.3;  12.6;   5.7;  967.60;   65.00;   1.6;   21.7;   11.2;   10.5;   8.2;   0.0;   0;    3.900;   0;eor
      232;19890619;  10;   17.2;  14.6;   4.7;  969.10;   73.00;   1.6;   23.3;   12.9;   10.9;   6.7;   0.0;   6;    8.000;   0;eor
      232;19890620;  10;   18.3;  12.1;   3.3;  967.30;   60.00;   1.8;   24.4;    9.5;    7.8;   8.0;   0.0;   0;   12.300;   0;eor
      232;19890621;  10;   18.2;  15.6;   5.7;  962.20;   73.00;   1.9;   25.4;   12.6;   11.6;  17.0;   5.4;   6;    5.000;   0;eor
      232;19890622;  10;   16.7;  16.7;   6.0;  959.70;   87.00;   1.8;   22.4;   13.8;   13.3;  11.8;   7.6;   6;    3.300;   0;eor
      232;19890623;  10;   11.2;  12.7;   8.0;  962.70;   96.00;   3.4;   16.5;    9.9;   10.1;  10.8;  17.1;   6;    0.000;   0;eor
      232;19890624;  10;   14.5;  15.5;   8.0;  963.70;   95.00;   2.1;   17.3;   11.5;   11.6;   4.6;   2.9;   6;    0.200;   0;eor
      232;19890625;  10;   17.6;  17.2;   4.0;  962.60;   85.00;   1.7;   22.6;   11.8;   10.8;   6.7;   0.0;   0;    8.300;   0;eor
      232;19890626;  10;   18.8;  16.5;   6.0;  960.00;   79.00;   0.7;   27.1;   11.3;   10.9;   7.2;   3.6;   6;    7.600;   0;eor
      232;19890627;  10;   18.9;  15.3;   5.7;  957.40;   69.00;   2.6;   26.4;   14.9;   13.3;  11.8;  10.4;   6;   12.000;   0;eor
      232;19890628;  10;   13.5;  12.3;   5.7;  963.10;   79.00;   2.3;   18.4;   12.0;   11.6;  14.4;   4.0;   6;    1.700;   0;eor
      232;19890629;  10;   16.1;  12.5;   6.0;  962.10;   71.00;   1.8;   20.6;    8.8;    8.0;  13.9;   2.0;   6;    9.600;   0;eor
      232;19890630;  10;   15.7;  14.8;   6.3;  962.80;   83.00;   2.5;   19.2;   12.5;   11.7;   8.2;   0.0;   6;    1.200;   0;eor
      232;19890701;  10;   17.7;  16.8;   6.0;  959.10;   82.00;   2.2;   22.3;   12.2;   11.2;  10.3;   1.0;   6;    4.600;   0;eor
      232;19890702;  10;   15.6;  15.4;   7.7;  959.90;   85.00;   2.6;   20.0;   14.0;   12.9;  10.3;   9.4;   6;    1.400;   0;eor
      232;19890703;  10;   14.0;  15.3;   8.0;  964.90;   96.00;   3.1;   15.3;   12.4;   12.4;   8.7;   4.4;   6;    0.000;   0;eor
      232;19890704;  10;   19.9;  18.0;   7.0;  962.60;   79.00;   5.0;   25.6;   13.6;   13.5;  12.3;   0.0;   0;    3.100;   0;eor
      232;19890705;  10;   19.8;  17.9;   1.0;  967.60;   79.00;   1.5;   27.0;   12.9;   11.4;   8.2;   0.0;   0;    9.200;   0;eor
      232;19890706;  10;   21.8;  16.7;   2.0;  967.40;   64.00;   2.4;   28.0;   14.0;   12.4;  10.3;   0.0;   0;   11.500;   0;eor
      232;19890707;  10;   21.9;  17.9;   6.3;  963.70;   69.00;   1.1;   28.6;   15.8;   13.6;   6.2;   0.0;   6;    7.700;   0;eor
      232;19890708;  10;   19.8;  17.8;   4.7;  961.80;   77.00;   2.1;   27.9;   16.8;   15.6;  18.5;  37.2;   6;    8.600;   0;eor
      232;19890709;  10;   19.3;  18.8;   6.0;  964.40;   83.00;   2.5;   24.0;   14.4;   13.9;  12.6;  23.1;   6;    6.300;   0;eor
      232;19890710;  10;   19.0;  18.1;   6.0;  965.60;   81.00;   1.4;   24.6;   14.2;   13.5;   9.3;  16.1;   6;    8.200;   0;eor
      232;19890711;  10;   16.3;  18.2;   8.0;  965.90;   98.00;   2.0;   17.2;   16.0;   15.8;   6.2;  18.8;   6;    0.000;   0;eor
      232;19890712;  10;   17.4;  15.4;   4.7;  966.20;   78.00;   1.3;   22.5;   14.2;   14.4;   4.6;   0.0;   0;    5.500;   0;eor
      232;19890713;  10;   18.0;  15.6;   4.0;  963.10;   76.00;   2.3;   22.5;   11.7;   10.7;  13.9;   0.2;   6;    6.800;   0;eor
      232;19890714;  10;   13.9;  11.2;   4.3;  964.10;   68.00;   3.2;   17.8;   11.7;   11.5;  11.3;   0.0;   0;    7.000;   0;eor
      232;19890715;  10;   15.7;  11.0;   3.3;  967.40;   63.00;   2.1;   19.4;    7.8;   11.5;  10.3;   0.0;   0;   10.100;   0;eor
      232;19890716;  10;   16.8;  11.5;   5.0;  967.40;   61.00;   3.9;   22.2;   11.0;   10.3;  12.9;   0.0;   0;    8.900;   0;eor
      232;19890717;  10;   14.5;  11.2;   4.0;  968.20;   68.00;   2.6;   19.6;   12.7;   12.0;   8.2;   0.0;   6;   11.800;   0;eor
      232;19890718;  10;   14.9;  12.4;   6.7;  963.90;   71.00;   3.6;   18.1;    9.0;    8.1;  13.4;   6.5;   6;    1.800;   0;eor
      232;19890719;  10;   14.3;  10.8;   1.0;  967.80;   67.00;   1.0;   19.7;    9.8;    8.8;   5.7;   0.0;   0;   12.900;   0;eor
      232;19890720;  10;   16.3;  11.1;   1.0;  968.10;   63.00;   0.6;   23.6;    7.0;    5.9;   3.6;   0.0;   0;   13.700;   0;eor
      232;19890721;  10;   19.2;  13.7;   3.7;  967.70;   64.00;   0.9;   26.5;    9.6;    9.0;   4.1;   0.0;   0;   13.200;   0;eor
      232;19890722;  10;   22.0;  17.1;   2.7;  966.30;   64.00;   1.4;   28.5;   12.1;   10.5;   6.2;   0.1;   6;    9.100;   0;eor
      232;19890723;  10;   22.8;  21.0;   4.7;  965.60;   76.00;   1.6;   28.8;   18.0;   18.2;  13.4;   2.0;   6;    5.200;   0;eor
      232;19890724;  10;   19.8;  22.2;   5.7;  966.30;   92.00;   1.8;   28.1;   17.2;   16.4;  12.3;   2.5;   6;    4.400;   0;eor
      232;19890725;  10;   19.5;  19.1;   6.3;  965.60;   83.00;   1.1;   23.8;   16.0;   14.8;   8.0;  10.9;   6;    0.700;   0;eor
      232;19890726;  10;   18.8;  17.6;   3.3;  966.80;   81.00;   2.6;   22.6;   15.4;   14.6;   9.8;   0.4;   6;    4.200;   0;eor
      232;19890727;  10;   17.5;  18.4;   6.3;  965.40;   91.00;   1.5;   22.9;   15.1;   10.4;  14.4;  30.2;   6;    3.300;   0;eor
      232;19890728;  10;   16.3;  13.7;   4.3;  968.00;   73.00;   1.6;   21.4;   14.1;   14.0;   7.2;   0.0;   0;    7.000;   0;eor
      232;19890729;  10;   16.5;  13.1;   0.7;  966.60;   72.00;   1.4;   22.6;    8.9;    8.0;   7.2;   0.0;   0;   12.300;   0;eor
      232;19890730;  10;   19.4;  16.6;   5.7;  958.40;   76.00;   2.5;   25.9;   10.6;    9.4;  13.4;  11.1;   6;    5.000;   0;eor
      232;19890731;  10;   13.0;  12.8;   5.3;  957.80;   84.00;   3.3;   18.8;   12.0;   12.3;  11.3;   4.6;   6;    3.500;   0;eor
      232;19890801;  10;   10.0;  11.4;   8.0;  957.50;   92.00;   4.3;   12.8;    8.8;    8.8;  13.9;  12.3;   6;    1.600;   0;eor
      232;19890802;  10;   12.0;  10.5;   7.3;  960.50;   75.00;   4.4;   15.4;    8.8;    8.0;  16.5;   0.4;   6;    4.300;   0;eor
      232;19890803;  10;   13.3;  10.3;   4.7;  961.30;   68.00;   4.0;   17.3;    9.9;    9.4;  12.3;   0.0;   0;    9.400;   0;eor
      232;19890804;  10;   15.2;  12.7;   4.3;  959.60;   73.00;   2.5;   21.1;    7.4;    6.6;   8.7;   0.0;   0;    9.400;   0;eor
      232;19890805;  10;   17.9;  14.2;   0.3;  957.30;   72.00;   1.4;   25.1;    9.7;    8.8;   5.1;   0.0;   0;   12.600;   0;eor
      232;19890806;  10;   18.1;  17.0;   5.0;  956.90;   80.00;   1.9;   23.2;   14.2;   14.4;   8.2;   0.0;   0;    2.900;   0;eor
      232;19890807;  10;   20.4;  17.5;   6.0;  959.30;   74.00;   2.2;   26.4;   13.4;   12.5;   9.3;   1.7;   6;    6.900;   0;eor
      232;19890808;  10;   18.6;  18.4;   5.7;  961.80;   84.00;   3.4;   23.0;   16.8;   16.3;   9.8;   8.8;   6;    3.900;   0;eor
      232;19890809;  10;   17.0;  16.8;   4.7;  963.90;   85.00;   2.3;   21.3;   13.6;   12.0;  10.3;   0.0;   6;    5.000;   0;eor
      232;19890810;  10;   17.4;  15.1;   4.3;  960.40;   77.00;   1.2;   24.5;   11.3;   10.6;   7.2;   0.0;   0;    8.400;   0;eor
      232;19890811;  10;   19.2;  16.1;   6.0;  958.20;   73.00;   3.0;   25.1;   13.2;   12.3;  12.3;   2.2;   6;    7.300;   0;eor
      232;19890812;  10;   18.0;  18.4;   7.0;  959.20;   87.00;   2.5;   24.9;   15.4;   14.4;  14.9;   4.8;   6;    5.500;   0;eor
      232;19890813;  10;   19.4;  16.2;   2.7;  959.30;   74.00;   1.0;   25.6;   12.9;   11.9;   3.6;   2.1;   6;   12.300;   0;eor
      232;19890814;  10;   20.3;  17.7;   6.0;  961.80;   76.00;   1.4;   26.5;   14.6;   14.1;   6.2;   0.0;   0;    8.200;   0;eor
      232;19890815;  10;   22.0;  18.7;   0.3;  964.20;   71.00;   2.0;   29.2;   16.4;   15.5;   7.2;   0.0;   0;   12.600;   0;eor
      232;19890816;  10;   23.9;  19.7;   0.7;  960.90;   68.00;   1.9;   32.6;   14.4;   13.4;  19.0;   0.5;   6;   12.800;   0;eor
      232;19890817;  10;   19.8;  18.5;   5.7;  967.30;   80.00;   2.0;   23.8;   16.9;   16.2;  13.8;   0.0;   6;    6.000;   0;eor
      232;19890818;  10;   18.7;  16.6;   5.0;  970.50;   78.00;   1.2;   23.5;   15.3;   15.1;   5.1;   0.2;   6;    5.100;   0;eor
      232;19890819;  10;   18.2;  15.2;   1.0;  966.80;   75.00;   2.7;   24.3;   11.6;   11.0;  11.8;   0.0;   0;    9.200;   0;eor
      232;19890820;  10;   18.0;  16.9;   3.0;  964.40;   83.00;   0.6;   25.6;    9.5;    9.4;   4.1;   0.0;   0;    7.200;   0;eor
      232;19890821;  10;   20.9;  16.2;   1.0;  966.20;   68.00;   0.9;   28.5;   13.0;   12.2;   4.6;   0.0;   0;   12.500;   0;eor
      232;19890822;  10;   21.6;  16.9;   3.7;  966.60;   66.00;   1.3;   28.9;   13.4;   12.6;   7.2;   0.4;   6;   10.400;   0;eor
      232;19890823;  10;   19.8;  18.0;   5.0;  968.10;   77.00;   1.5;   24.2;   16.3;   15.6;   5.7;   0.0;   0;    6.000;   0;eor
      232;19890824;  10;   16.9;  14.2;   1.0;  965.00;   73.00;   1.2;   23.9;   12.8;   11.6;   7.2;   0.0;   0;   11.300;   0;eor
      232;19890825;  10;   17.8;  12.3;   6.0;  959.40;   63.00;   3.2;   23.6;   10.6;    9.9;  11.3;   8.4;   6;    6.500;   0;eor
      232;19890826;  10;   15.9;  16.0;   7.7;  957.70;   90.00;   2.3;   17.7;   12.9;   13.1;   7.2;   1.0;   6;    0.000;   0;eor
      232;19890827;  10;   16.0;  15.9;   6.3;  953.20;   84.00;   5.3;   20.4;   13.4;   12.4;  17.0;   5.0;   6;    4.400;   0;eor
      232;19890828;  10;   10.8;  10.5;   5.3;  959.40;   80.00;   5.4;   13.9;    9.1;    8.1;  14.4;   0.7;   6;    2.300;   0;eor
      232;19890829;  10;   10.7;   9.9;   6.0;  965.40;   77.00;   4.0;   13.6;    8.2;    7.2;  10.8;   0.0;   0;    3.000;   0;eor
      232;19890830;  10;   10.4;   9.9;   3.7;  964.60;   77.00;   0.6;   16.9;    8.0;    8.2;   5.7;   0.0;   0;    5.400;   0;eor
      232;19890831;  10;   11.7;   9.5;   0.0;  962.60;   74.00;   0.2;   19.0;    2.7;    2.7;   5.7;   0.0;   0;   11.900;   0;eor
      232;19890901;  10;   13.9;  11.3;   3.3;  961.60;   74.00;   0.9;   20.8;    4.9;    4.1;   5.8;   0.0;   0;    9.200;   0;eor
      232;19890902;  10;   12.8;  13.6;   8.0;  962.20;   90.00;   2.4;   16.5;   11.1;   10.3;   9.4;  14.7;   6;    0.000;   0;eor
      232;19890903;  10;   10.4;  12.2;   8.0;  964.20;   96.00;   2.9;   12.2;    9.4;    8.7;   8.6;  10.7;   6;    0.000;   0;eor
      232;19890904;  10;   10.2;  11.9;   8.0;  967.00;   95.00;   2.2;   12.0;    9.5;    9.6;   5.8;   1.2;   6;    0.000;   0;eor
      232;19890905;  10;   12.0;  11.2;   6.0;  970.40;   80.00;   1.0;   16.5;    9.2;    9.4;   5.1;   0.0;   0;    4.200;   0;eor
      232;19890906;  10;   11.1;  10.2;   0.7;  970.70;   78.00;   1.6;   17.8;    4.9;    4.6;   7.2;   0.0;   0;    8.200;   0;eor
      232;19890907;  10;   12.2;  10.6;   0.7;  967.30;   75.00;   2.3;   18.5;    4.4;    3.6;   8.8;   0.0;   0;   11.000;   0;eor
      232;19890908;  10;   12.6;  11.2;   0.3;  959.10;   77.00;   2.8;   19.6;    6.2;    4.4;   9.0;   0.0;   0;   11.100;   0;eor
      232;19890909;  10;   11.6;  11.4;   4.7;  955.30;   83.00;   0.7;   19.1;    4.0;    3.9;   4.1;   0.0;   0;    8.200;   0;eor
      232;19890910;  10;   14.9;  13.4;   6.0;  959.70;   80.00;   1.5;   20.7;    6.3;    6.0;   5.7;   0.0;   0;    1.800;   0;eor
      232;19890911;  10;   14.3;  12.4;   3.7;  961.10;   79.00;   1.6;   21.7;    7.1;    6.2;   7.8;   0.0;   0;    9.900;   0;eor
      232;19890912;  10;   14.4;  14.3;   1.7;  963.90;   88.00;   1.3;   20.2;    7.5;    7.0;   5.7;   0.0;   0;    5.600;   0;eor
      232;19890913;  10;   14.8;  13.2;   7.3;  961.60;   79.00;   2.2;   20.4;   10.1;    9.0;  13.0;   0.1;   6;    1.000;   0;eor
      232;19890914;  10;   13.7;  13.7;   7.0;  962.30;   87.00;   3.9;   17.3;   12.0;   10.5;  10.3;   5.2;   6;    1.700;   0;eor
      232;19890915;  10;   13.7;  13.5;   7.7;  960.40;   85.00;   7.6;   16.4;   12.3;   11.5;  17.5;   2.2;   6;    0.000;   0;eor
      232;19890916;  10;   16.3;  14.6;   5.7;  963.80;   77.00;   4.2;   22.0;   13.0;   11.9;  13.0;   0.0;   0;    6.500;   0;eor
      232;19890917;  10;   16.4;  13.1;   1.7;  963.70;   74.00;   1.2;   25.3;    8.7;    7.9;   6.0;   0.0;   0;   10.000;   0;eor
      232;19890918;  10;   17.3;  15.3;   0.3;  966.30;   77.00;   1.5;   26.4;   10.5;    9.5;   5.7;   0.0;   0;   10.200;   0;eor
      232;19890919;  10;   19.2;  14.5;   3.3;  966.20;   69.00;   1.5;   26.2;   11.2;   10.0;   8.5;   0.4;   6;    8.600;   0;eor
      232;19890920;  10;   17.6;  17.0;   2.3;  971.60;   83.00;   1.5;   23.5;   14.0;   13.4;   7.7;   0.0;   0;    8.900;   0;eor
      232;19890921;  10;   15.4;  17.4;   7.7;  966.70;   94.00;   1.3;   20.3;   13.3;   13.0;   3.9;   0.0;   6;    2.100;   0;eor
      232;19890922;  10;   16.5;  16.9;   3.0;  962.70;   87.00;   1.1;   23.0;   13.2;   13.5;   4.9;   0.0;   0;    5.600;   0;eor
      232;19890923;  10;   14.8;  16.0;   7.7;  963.50;   92.00;   1.9;   20.0;   12.4;   11.7;   8.9;  10.1;   6;    1.400;   0;eor
      232;19890924;  10;   12.6;  13.7;   8.0;  967.50;   94.00;   1.5;   14.1;   10.2;   10.5;   8.1;   0.0;   6;    0.000;   0;eor
      232;19890925;  10;   13.2;  13.9;   7.7;  966.40;   91.00;   1.3;   15.1;   11.5;   11.3;   5.4;   0.2;   6;    0.700;   0;eor
      232;19890926;  10;   12.1;  12.7;   8.0;  965.30;   90.00;   1.7;   13.1;   10.9;   10.8;   5.4;   2.0;   6;    0.000;   0;eor
      232;19890927;  10;    9.2;  11.0;   6.0;  962.60;   90.00;   2.3;   12.7;    7.0;   10.6;  12.5;   6.7;   6;    2.600;   0;eor
      232;19890928;  10;    8.9;  10.1;   8.0;  968.10;   89.00;   1.6;   10.6;    4.7;    3.8;   5.0;   0.7;   6;    0.000;   0;eor
      232;19890929;  10;    8.9;   9.4;   6.3;  969.80;   82.00;   2.1;   12.3;    7.1;    8.5;   7.8;   0.0;   0;    1.000;   0;eor
      232;19890930;  10;    8.1;   9.0;   6.7;  970.70;   86.00;   1.8;   11.3;    0.5;    0.4;   5.7;   0.0;   0;    1.400;   0;eor
      232;19891001;  10;   11.4;  12.2;   7.3;  971.00;   90.00;   2.5;   14.0;    9.6;    9.4;   6.8;   0.0;   0;    0.300;   0;eor
      232;19891002;  10;    9.8;  10.3;   7.7;  967.70;   85.00;   3.0;   11.1;    6.0;    4.4;   9.0;   0.0;   0;    0.000;   0;eor
      232;19891003;  10;    7.7;   8.3;   4.0;  967.50;   74.00;   3.1;   13.0;    5.0;    9.6;   9.2;   0.0;   6;    5.000;   0;eor
      232;19891004;  10;    5.3;   5.9;   0.0;  971.50;   70.00;   1.7;   13.5;   -0.6;   -2.2;   7.0;   0.0;   0;    9.500;   0;eor
      232;19891005;  10;    7.0;   7.7;   0.0;  970.50;   79.00;   0.5;   16.2;   -0.9;   -1.9;   3.0;   0.0;   0;    9.300;   0;eor
      232;19891006;  10;    9.8;  11.4;   5.3;  965.80;   94.00;   3.2;   16.5;    2.8;    1.6;  10.8;   6.2;   6;    2.700;   0;eor
      232;19891007;  10;    9.2;   9.9;   7.7;  955.70;   84.00;   5.5;   11.9;    7.3;    6.9;  12.2;   4.1;   6;    1.600;   0;eor
      232;19891008;  10;    6.9;   9.3;   8.0;  954.30;   93.00;   2.2;    8.3;    5.8;    5.9;   8.4;   1.5;   6;    0.000;   0;eor
      232;19891009;  10;    6.5;   9.1;   7.7;  960.10;   95.00;   2.4;    7.7;    5.2;    4.0;   7.2;   6.6;   6;    0.000;   0;eor
      232;19891010;  10;    6.2;   9.2;   7.3;  962.10;   95.00;   2.4;   10.4;    5.2;    6.4;  13.8;   1.5;   6;    0.800;   0;eor
      232;19891011;  10;    6.7;   8.0;   6.7;  965.10;   82.00;   4.7;    8.2;    4.4;    3.0;  11.8;   4.1;   6;    0.500;   0;eor
      232;19891012;  10;    7.6;   9.7;   4.3;  968.30;   89.00;   3.0;   12.9;    5.4;    6.8;   6.9;   0.1;   6;    3.900;   0;eor
      232;19891013;  10;    7.3;   8.1;   2.0;  964.20;   80.00;   2.3;   15.0;    2.2;    1.5;   6.0;   0.0;   0;    9.300;   0;eor
      232;19891014;  10;    8.7;   9.2;   5.0;  960.80;   82.00;   3.4;   14.7;    3.3;    1.8;  12.1;  11.8;   6;    4.300;   0;eor
      232;19891015;  10;    5.9;   7.9;   2.7;  969.20;   83.00;   2.6;   10.8;    3.4;    2.0;   9.9;   0.0;   6;    6.300;   0;eor
      232;19891016;  10;    5.4;   7.3;   2.0;  974.70;   82.00;   1.3;   14.3;    0.7;   -0.5;   3.0;   0.0;   0;    8.800;   0;eor
      232;19891017;  10;    6.9;   7.3;   2.3;  974.20;   77.00;   1.0;   17.3;    1.2;   -0.2;   3.5;   0.0;   0;    9.500;   0;eor
      232;19891018;  10;    6.4;   9.1;   2.7;  968.60;   91.00;   0.6;   13.5;   -0.5;   -0.7;   3.4;   0.0;   0;    4.900;   0;eor
      232;19891019;  10;    9.2;   9.5;   0.7;  962.30;   83.00;   0.8;   17.5;    2.8;    1.8;   3.6;   0.0;   0;    8.500;   0;eor
      232;19891020;  10;   10.6;  10.2;   6.3;  962.90;   82.00;   3.5;   16.6;    3.1;    2.4;  13.2;   0.0;   6;    4.300;   0;eor
      232;19891021;  10;   13.1;  11.1;   5.0;  967.90;   74.00;   2.7;   21.3;    8.0;    6.5;   7.8;   0.0;   0;    7.000;   0;eor
      232;19891022;  10;   11.4;  11.1;   1.0;  969.50;   80.00;   1.5;   21.4;    6.9;    5.1;   4.0;   0.0;   0;    9.200;   0;eor
      232;19891023;  10;   11.4;  10.5;   1.0;  967.70;   80.00;   1.2;   22.5;    4.4;    3.0;   4.8;   0.0;   0;    9.300;   0;eor
      232;19891024;  10;   11.6;  10.9;   0.0;  970.20;   80.00;   2.0;   19.9;    5.9;    4.7;   8.0;   0.0;   0;    8.900;   0;eor
      232;19891025;  10;   11.0;   9.7;   0.0;  969.70;   76.00;   1.3;   20.7;    5.9;    4.6;   4.4;   0.0;   0;    8.200;   0;eor
      232;19891026;  10;   11.1;  10.8;   0.3;  967.60;   81.00;   1.4;   21.0;    5.7;    4.4;   3.7;   0.0;   0;    8.600;   0;eor
      232;19891027;  10;    9.8;  10.7;   0.0;  962.10;   86.00;   0.9;   19.1;    3.9;    3.5;   4.9;   0.0;   0;    8.400;   0;eor
      232;19891028;  10;   11.7;  10.7;   3.0;  959.10;   78.00;   1.3;   18.9;    2.6;    2.3;   8.0;   6.1;   6;    8.300;   0;eor
      232;19891029;  10;    9.8;  11.1;   5.7;  963.50;   91.00;   3.5;   12.8;    9.0;    8.8;  10.5;   4.6;   6;    0.300;   0;eor
      232;19891030;  10;   13.6;  12.8;   6.7;  964.10;   82.00;   6.9;   15.3;    9.0;    8.0;  16.2;   4.2;   6;    0.100;   0;eor
      232;19891031;  10;   13.6;  13.4;   8.0;  966.30;   86.00;   4.3;   15.5;   11.2;   10.5;  12.3;   0.7;   6;    0.000;   0;eor
      232;19891101;  10;   11.4;  11.9;   4.3;  964.70;   87.00;   1.5;   17.6;    7.2;    5.9;   5.5;   0.0;   0;    5.200;   0;eor
      232;19891102;  10;   10.8;  11.7;   4.3;  962.30;   87.00;   1.9;   15.4;    8.7;    7.0;   7.0;   0.0;   0;    3.300;   0;eor
      232;19891103;  10;    9.4;  11.2;   8.0;  956.10;   95.00;   1.7;   10.7;    7.5;    6.4;   5.9;   6.0;   6;    0.100;   0;eor
      232;19891104;  10;    5.5;   8.8;   5.7;  953.30;   93.00;   3.7;    9.5;    3.6;    8.0;   9.8;   3.8;   6;    0.000;   0;eor
      232;19891105;  10;    6.0;   8.2;   7.0;  947.00;   86.00;   2.2;    9.0;    2.2;    1.2;   7.9;  12.1;   6;    0.600;   0;eor
      232;19891106;  10;    2.6;   7.3;   8.0;  948.80;   96.00;   3.9;    5.5;    1.6;    3.6;   9.6;  23.4;   8;    0.000;   0;eor
      232;19891107;  10;    2.1;   6.9;   6.0;  958.80;   94.00;   3.0;    4.9;    1.0;    1.6;   9.2;   3.8;   8;    0.000;   0;eor
      232;19891108;  10;    3.2;   6.9;   5.0;  960.50;   91.00;   1.2;    7.2;   -2.2;   -3.3;   4.8;   1.4;   6;    4.100;   0;eor
      232;19891109;  10;    4.3;   7.5;   4.0;  967.10;   85.00;   1.5;    9.8;    1.1;    4.0;   9.0;   0.0;   0;    4.600;   0;eor
      232;19891110;  10;    0.3;   6.1;   5.3;  971.10;   97.00;   1.0;    4.6;   -3.2;   -3.7;   4.7;   0.0;   0;    3.500;   0;eor
      232;19891111;  10;    2.2;   6.9;   6.0;  971.50;   95.00;   1.2;    5.7;   -0.4;    0.4;   4.8;   0.0;   0;    2.900;   0;eor
      232;19891112;  10;    1.0;   6.3;   8.0;  972.20;   96.00;   1.8;    2.3;    0.1;    0.5;   5.5;   0.0;   0;    0.000;   0;eor
      232;19891113;  10;   -0.2;   5.9;   8.0;  974.00;   98.00;   1.4;    1.3;   -0.7;    0.4;   5.8;   0.0;   6;    0.000;   0;eor
